dataset_name;letter;complexity_type;encoding_type;weighted_values;prefix_length;precision;fscore
sepsis_cases_4;N;complex;weighted_edit_distance;0% 0% 100%;1.0;0.1528662420382165;0.2651933701657458
sepsis_cases_4;N;complex;weighted_edit_distance;0% 0% 100%;2.0;0.1528662420382165;0.2651933701657458
sepsis_cases_4;N;complex;weighted_edit_distance;0% 0% 100%;3.0;0.1528662420382165;0.2651933701657458
sepsis_cases_4;N;complex;weighted_edit_distance;0% 0% 100%;4.0;0.1528662420382165;0.2651933701657458
sepsis_cases_4;N;complex;weighted_edit_distance;0% 0% 100%;5.0;0.1528662420382165;0.2651933701657458
sepsis_cases_4;N;complex;weighted_edit_distance;0% 0% 100%;6.0;0.1528662420382165;0.2651933701657458
sepsis_cases_4;N;complex;weighted_edit_distance;0% 0% 100%;7.0;0.1528662420382165;0.2651933701657458
sepsis_cases_4;N;complex;weighted_edit_distance;0% 0% 100%;8.0;0.1558441558441558;0.2696629213483146
sepsis_cases_4;N;complex;weighted_edit_distance;0% 0% 100%;9.0;0.1578947368421052;0.2727272727272727
sepsis_cases_4;N;complex;weighted_edit_distance;0% 0% 100%;10.0;0.1690140845070422;0.2891566265060241
sepsis_cases_4;N;complex;weighted_edit_distance;0% 0% 100%;11.0;0.1782945736434108;0.3026315789473684
sepsis_cases_4;N;complex;weighted_edit_distance;0% 0% 100%;12.0;0.2110091743119266;0.3484848484848485
sepsis_cases_4;N;complex;weighted_edit_distance;0% 0% 100%;13.0;0.2473118279569892;0.396551724137931
sepsis_cases_4;N;complex;weighted_edit_distance;0% 0% 100%;14.0;0.2560975609756097;0.4077669902912621
sepsis_cases_4;N;complex;weighted_edit_distance;0% 0% 100%;15.0;0.2786885245901639;0.4358974358974358
sepsis_cases_4;N;complex;weighted_edit_distance;0% 0% 100%;16.0;0.3137254901960784;0.4776119402985074
sepsis_cases_4;N;complex;weighted_edit_distance;0% 0% 100%;17.0;0.35;0.5185185185185185
sepsis_cases_4;N;complex;weighted_edit_distance;0% 0% 100%;18.0;0.3421052631578947;0.5098039215686275
sepsis_cases_4;N;complex;weighted_edit_distance;0% 0% 100%;19.0;0.3142857142857143;0.4782608695652174
